tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56930	4298	secondary	LOC56930		hypothetical protein from EUROIMAGE 1669387		19p13.3	19							
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56929	0	live	FEM1C	EUROIMAGE686608, EUROIMAGE783647, FEM1A	fem-1 homolog C	protein fem-1 homolog C|FEM1-gamma	5q22.3	5	NC_000005.10	115520908	115544775	minus	3	608767	
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56927	0	live	GPR108	LUSTR2	G protein-coupled receptor 108	protein GPR108|lung seven transmembrane receptor 2	19p13.3	19	NC_000019.10	6729914	6737580	minus	19	618491	
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56926	0	live	NCLN	NET59	nicalin	BOS complex subunit NCLN|nicalin homolog|nicastrin-like protein	19p13.3	19	NC_000019.10	3185930	3209575	plus	15	609156	
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56925	0	live	LXN	ECI, TCI	latexin	latexin|MUM|endogenous carboxypeptidase inhibitor|tissue carboxypeptidase inhibitor	3q25.32	3	NC_000003.12	158666414	158672648	minus	6	609305	
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56924	0	live	PAK6	PAK5	p21 (RAC1) activated kinase 6	serine/threonine-protein kinase PAK 6|p21 protein (Cdc42/Rac)-activated kinase 6|p21(CDKN1A)-activated kinase 6	15q15.1	15	NC_000015.10	40239063	40277487	plus	12	608110	
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56918	0	live	C2orf83		chromosome 2 open reading frame 83		2q36.3	2	NC_000002.12	227610090	227633320	minus	4		
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56917	0	live	MEIS3	MRG2	Meis homeobox 3	homeobox protein Meis3|Meis1, myeloid ecotropic viral integration site 1 homolog 3|meis1-related protein 2	19q13.32	19	NC_000019.10	47403124	47422233	minus	15	619443	
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56916	0	live	SMARCAD1	ADERM, BASNS, ETL1, HEL1, HRZ, TYS	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1|ATP-dependent helicase 1|sclerotylosis	4q22.3	4	NC_000004.12	94207608	94291292	plus	32	612761	
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56915	0	live	EXOSC5	CABAC, RRP41B, RRP46, Rrp46p, hRrp46p, p12B	exosome component 5	exosome complex component RRP46|chronic myelogenous leukemia tumor antigen 28|exosome complex exonuclease RRP46|exosome component Rrp46|ribosomal RNA-processing protein 46	19q13.2	19	NC_000019.10	41386374	41397359	minus	6	606492	
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56914	0	live	OTOR	FDP, MIAL1	otoraplin	otoraplin|fibrocyte-derived protein|melanoma inhibitory activity-like protein	20p12.1	20	NC_000020.11	16748358	16752164	plus	4	606067	
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56913	0	live	C1GALT1	C1GALT, T-synthase	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1|B3Gal-T8|core 1 O-glycan T-synthase|core 1 UDP-galactose:N-acetylgalactosamine-alpha-R beta 1,3-galactosyltransferase 1|core 1 beta3-Gal-T1|epididymis secretory sperm binding protein	7p22.1-p21.3	7	NC_000007.14	7157377	7248616	plus	14	610555	
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56912	0	live	IFT46	C11orf2, C11orf60, CFAP32, FAP32	intraflagellar transport 46	intraflagellar transport protein 46 homolog|UPF0360|cilia and flagella associated protein 32|intraflagellar transport 46 homolog|intraflagellar transport protein IFT46	11q23.3	11	NC_000011.10	118544543	118576898	minus	14	620506	
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56905	0	live	C15orf39		chromosome 15 open reading frame 39	uncharacterized protein C15orf39	15q24.2	15	NC_000015.10	75198889	75212169	plus	5		
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56904	0	live	SH3GLB2	PP6569, PP9455, RRIG1	SH3 domain containing GRB2 like, endophilin B2	endophilin-B2|SH3 domain-containing GRB2-like protein B2|SH3-containing protein SH3GLB2|SH3-domain GRB2-like endophilin B2|retinoid receptor-induced gene 1	9q34.11	9	NC_000009.12	129007036	129028331	minus	14	609288	
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56902	0	live	PNO1	KHRBP1, RRP20	partner of NOB1 homolog	RNA-binding protein PNO1|KH-type RNA-binding protein 1|RNA binding protein	2p14	2	NC_000002.12	68157888	68176238	plus	8	618710	
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56901	0	live	NDUFA4L2	COXFA4L2, MISTRH, NUOMS	NDUFA4 mitochondrial complex associated like 2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2|NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4-like 2|NADH:ubiquinone oxidoreductase MLRQ subunit homolog|cytochrome c oxidase subunit FA4 like 2|mitochondrial stress response hypoxia	12q13.3	12	NC_000012.12	57234903	57240762	minus	6		
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56900	0	live	TMEM167B	AD-020, C1orf119	transmembrane protein 167B	protein kish-B	1p13.3	1	NC_000001.11	109090764	109096934	plus	4		
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56895	0	live	AGPAT4	1-AGPAT4, LPAAT-delta, LPAAT4, LPLAT4, dJ473J16.2	1-acylglycerol-3-phosphate O-acyltransferase 4	1-acyl-sn-glycerol-3-phosphate acyltransferase delta|1-AGP acyltransferase 4|1-AGPAT 4|1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)|lysophosphatidic acid acyltransferase delta|lysophosphatidic acid acyltransferase-delta (LPAAT-delta)|lysophospholipid acyltransferase 4	6q26	6	NC_000006.12	161129967	161274061	minus	9	614795	
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56894	0	live	AGPAT3	1-AGPAT 3, LPAAT-GAMMA1, LPAAT3, LPLAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma|1-AGP acyltransferase 3|lysophosphatidic acid acyltransferase gamma|lysophosphatidic acid acyltransferase-gamma1|lysophospholipid acyltransferase 3	21q22.3	21	NC_000021.9	43865223	43987592	plus	22	614794	
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56893	0	live	UBQLN4	A1U, A1Up, C1orf6, CIP75, UBIN	ubiquilin 4	ubiquilin-4|Cx43-interacting protein of 75 kDa|ataxin-1 interacting ubiquitin-like protein|ataxin-1 ubiquitin-like interacting protein|ataxin-1 ubiquitin-like-interacting protein A1U|connexin43-interacting protein of 75 kDa	1q22	1	NC_000001.11	156031247	156053798	minus	13	605440	
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56892	0	live	TCIM	C8orf4, TC-1, TC1	transcriptional and immune response regulator	transcriptional and immune response regulator|human thyroid cancer 1|protein C8orf4|thyroid cancer protein 1	8p11.21	8	NC_000008.11	40153482	40155310	plus	1	607702	
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56891	0	live	LGALS14	CLC2, PPL13	galectin 14	placental protein 13-like|Charcot-Leyden crystal protein 2|gal-14|lectin, galactoside-binding, soluble, 14|placental protein 13-like protein	19q13.2	19	NC_000019.10	39704481	39709444	plus	5	607260	
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56890	0	live	MDM1		Mdm1 nuclear protein	nuclear protein MDM1|Mdm4, transformed 3T3 cell double minute 1, p53 binding protein|nuclear protein double minute 1	12q15	12	NC_000012.12	68294566	68332362	minus	17	613813	
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56889	0	live	TM9SF3	EP70-P-iso, SMBP	transmembrane 9 superfamily member 3	transmembrane 9 superfamily member 3|SM-11044-binding protein|dinucleotide oxidase disulfide thiol exchanger 3 superfamily member 3|endomembrane protein emp70 precursor isolog	10q24.1	10	NC_000010.11	96518110	96587012	minus	16	616872	
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56888	0	live	KCMF1	DEBT91, FIGC, PCMF, ZZZ1	potassium channel modulatory factor 1	E3 ubiquitin-protein ligase KCMF1|FGF-induced in gastric cancer|FGF-induced ubiquitin-protein ligase in gastric cancers|RING-type E3 ubiquitin transferase KCMF1|ZZ-type zinc finger-containing protein 1|differentially expressed in branching tubulogenesis 91|zinc finger, ZZ domain containing 1	2p11.2	2	NC_000002.12	84971161	85059472	plus	9	614719	
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56887	55757	secondary	HUGT2		UDP-glucose:glycoprotein glucosyltransferase 2										
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56886	0	live	UGGT1	HUGT1, UGCGL1, UGT1	UDP-glucose glycoprotein glucosyltransferase 1	UDP-glucose:glycoprotein glucosyltransferase 1|UDP--Glc:glycoprotein glucosyltransferase|UDP-glucose ceramide glucosyltransferase-like 1	2q14.3	2	NC_000002.12	128091200	128195677	plus	44	605897	
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56885	51520	secondary	FLJ10595		hypothetical protein FLJ10595		5q32	5							
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56834	0	live	GPR137	C11orf4A, TM7SF1L1, GPR137	G protein-coupled receptor 137	integral membrane protein GPR137|transmembrane 7 superfamily member 1-like 1 protein	11q13.1	11	NC_000011.10	64270531	64289500	plus	11		
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56833	0	live	SLAMF8	BLAME, CD353, SBBI42	SLAM family member 8	SLAM family member 8|B lymphocyte activator macrophage expressed|BCM-like membrane protein	1q23.2	1	NC_000001.11	159826873	159837492	plus	6	606620	
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56832	0	live	IFNK	IFNT1, INFE1	interferon kappa	interferon kappa|IFN-kappa|interferon-like protein	9p21.2	9	NC_000009.12	27524290	27526498	plus	2	615326	
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56831	493856	secondary	WFS2		Wolfram syndrome 2										
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56830	84059	secondary	USH2C	USH2B	Usher syndrome 2C (autosomal recessive)		5q14-q21	5							
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56829	0	live	ZC3HAV1	ARTD13, FLB6421, PARP13, ZAP, ZC3H2, ZC3HDC2	zinc finger CCCH-type containing, antiviral 1	zinc finger CCCH-type antiviral protein 1|ADP-ribosyltransferase diphtheria toxin-like 13|inactive Poly [ADP-ribose] polymerase 13|zinc finger CCCH domain-containing protein 2|zinc finger CCCH-type, antiviral 1	7q34	7	NC_000007.14	139043515	139109720	minus	13	607312	
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
9606	Homo sapiens	56828	0	discontinued	FLB3342		hypothetical protein FLB3342		5q14.3	5							
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
10116	Rattus norvegicus	56827	0	live	Cacna1i		calcium voltage-gated channel subunit alpha1 I	voltage-dependent T-type calcium channel subunit alpha-1I|caVT.3|calcium channel, voltage-dependent, T type, alpha 1I subunit|calcium channel, voltage-dependent, alpha 1I subunit|hypothetical gene supported by NM_020084|low voltage-activated T-type calcium channel alpha-1 subunit (CACNA1I)|voltage-dependent calcium channel|voltage-gated calcium channel subunit alpha Cav3.3	7q34	7	NC_086025.1	113716266	113827670	plus	37		
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
10116	Rattus norvegicus	56826	0	live	Adap2	Centa2	ArfGAP with dual PH domains 2	arf-GAP with dual PH domain-containing protein 2|Centaurin-alpha2 protein|centaurin-alpha-2|cnt-a2	10q25	10	NC_086028.1	65635891	65665019	plus	10		
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
10116	Rattus norvegicus	56825	0	live	Cym		chymosin	embryonic pepsinogen|prochymosin	2q34	2	NC_086020.1	197516947	197527307	minus	9		
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
10116	Rattus norvegicus	56824	0	live	Ifit1	Garg16	interferon-induced protein with tetratricopeptide repeats 1	interferon-induced protein with tetratricopeptide repeats 1-like protein|glucocorticoid-attenuated response gene 16 product	1q53	1	NC_086019.1	241565197	241567262	plus	1		
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
10116	Rattus norvegicus	56823	0	live	Haao		3-hydroxyanthranilate 3,4-dioxygenase	3-hydroxyanthranilate 3,4-dioxygenase|3-HAO|3-hydroxyanthranilate oxygenase|3-hydroxyanthranilic acid dioxygenase|HAD	6q12	6	NC_086024.1	16598325	16617590	plus	11		
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
10116	Rattus norvegicus	56822	0	live	Cd86	B7-2	CD86 molecule	T-lymphocyte activation antigen CD86|cd86 antigen|membrane glycoprotein	11q22	11	NC_086029.1	77647565	77706178	plus	7		
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
10116	Rattus norvegicus	56821	0	live	Or1n1	Gust43, Olr414	olfactory receptor family 1 subfamily N member 1	olfactory receptor 414|gustatory receptor 43	3p11	3	NC_086021.1	40804149	40805084	minus	1		
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
10116	Rattus norvegicus	56820	0	live	Ramp3		receptor activity modifying protein 3	receptor activity-modifying protein 3|receptor (G protein-coupled) activity modifying protein 3|receptor (calcitonin) activity modifying protein 3	14q21	14	NC_086032.1	85741314	85758813	plus	4		
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
10116	Rattus norvegicus	56819	0	live	Extl3	Regr	exostosin-like glycosyltransferase 3	exostosin-like 3|Reg receptor|exostoses (multiple)-like 3|exostoses-like 3|exostosin-like 3-like	15p12	15	NC_086033.1	43469293	43559760	minus	10		
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
10116	Rattus norvegicus	56818	56817	secondary	Kcnip2b		A-type potassium channel modulatory protein 2b										
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
10116	Rattus norvegicus	56817	0	live	Kcnip2	Kchip2	potassium voltage-gated channel interacting protein 2	Kv channel-interacting protein 2|A-type potassium channel modulatory protein 2|Kv channel-interacting protein 2-like|potassium channel auxiliary subunit KCHIP2	1q54	1	NC_086019.1	254590172	254614437	minus	10		
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
10116	Rattus norvegicus	56816	0	live	Prkn	Park, Park2	parkin RBR E3 ubiquitin protein ligase	E3 ubiquitin-protein ligase parkin|Parkinson disease (autosomal recessive, juvenile) 2, parkin|parkin RBR E3 ubiquitin protein ligase 2|parkin variant SV5DEL|parkinson protein 2, E3 ubiquitin protein ligase	1q11	1	NC_086019.1	51236410	52430242	minus	20		
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
10116	Rattus norvegicus	56815	0	live	Cd3e-ps1	Tcre	CD3 molecule, epsilon, pseudogene 1	T-cell receptor eta chain|gene for T cell receptor eta chain		13							
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
10116	Rattus norvegicus	56814	0	live	Slc24a1	Nckx1	solute carrier family 24 member 1	sodium/potassium/calcium exchanger 1|Na(+)/K(+)/Ca(2+)-exchange protein 1|retinal Na/Ca,K exchanger|retinal rod Na-Ca+K exchanger|sodium/calcium/potassium exchanger|solute carrier family 24 (sodium/potassium/calcium exchanger), member 1	8q24	8	NC_086026.1	74334556	74361313	minus	9		
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
10116	Rattus norvegicus	56813	0	live	Pth1r	PTHrel, Pthr, Pthr1	parathyroid hormone 1 receptor	parathyroid hormone/parathyroid hormone-related peptide receptor|PTH/PTHr receptor|PTH/PTHrP type I receptor|PTH1 receptor|parathyroid hormone receptor 1	8q32	8	NC_086026.1	119572295	119597405	minus	16		
9606	Homo sapiens	1	0	live	A1BG	A1B, ABG, GAB, HYST2477	alpha-1-B glycoprotein	alpha-1B-glycoprotein|HEL-S-163pA|epididymis secretory sperm binding protein Li 163pA	19q13.43	19	NC_000019.10	58345183	58353492	minus	8	138670	
